Year	month	day	discharge 	SWE 	MSWE	SD	PA	APA	PAperAve	TmMax	TMMin	TMAve
2015	5	22	8.2	180	208	53	434	445	98%	9.4	0.7	3.3
2015	5	23	8.5	175	191	51	442	447	99%	10.1	-0.6	2.5
2015	5	24	8.7	173	172	53	444	449	99%	8.3	-1.2	2.1
2015	5	25	8.5	168	149	53	450	451	100%	9.8	0.4	3.7
2015	5	26	8.1	157	125	53	452	454	100%	10.8	1.7	5.3
2015	5	27	7.3	145	100	46	452	457	99%	13.4	2.4	6.3
2015	5	28	7.8	122	75	38	452	459	98%	12.5	1.1	4.9
2015	5	29	8.4	109	49	41	455	461	99%	8.8	-0.9	3
2015	5	30	8.6	104	23	36	460	465	99%	15.6	-2	6.3
2015	5	31	8.3	74	0	30	460	468	98%	19.2	1.3	9.1
2015	6	1	8.3	38	0	20	460	470	98%	19.3	1	8
2015	6	2	9.1	13	0	15	460	473	97%	19	0.6	9.6
2015	6	3	9.6	0	0	0	460	475	97%	19.9	0	10.1
2015	6	4	9.8	0	0	0	460	478	96%	20.1	-0.5	10.8
2015	6	5	9.8	0	0	0	460	480	96%	16.2	1.6	8.4
2015	6	6	9.3	0	0	0	460	481	96%	16	0.4	8
2015	6	7	8.9	0	0	0	460	484	95%	15.4	-0.9	6.8
2015	6	8	7.6	0	0	0	462	486	95%	17.6	-0.4	8.8
2015	6	9	3.9	0	0	0	462	489	94%	21.6	1.2	11.4
2015	6	10	3.9	0	0	0	462	489	94%	12.2	6.9	9
2015	6	11	7.4	0	0	0	465	491	95%	11.3	6.4	8.1
2015	6	12	7.6	0	0	0	470	493	95%	17.2	3.2	9.7
2015	6	13	7.1	0	0	0	470	495	95%	17.1	2.2	9.3
2015	6	14	6.6	0	0	0	470	497	95%	20	2.3	10.6
2015	6	15	6.1	0	0	0	470	498	94%	18.7	2.6	10.2
2015	6	16	4.9	0	0	0	470	500	94%	18	4.1	10.5
2015	6	17	3.3	0	0	0	470	502	94%	21.5	3.2	12.1
2015	6	18	3.1	0	0	0	470	503	93%	21.9	3.4	12.9
2015	6	19	2.9	0	0	0	470	505	93%	24.1	2.8	14.4
2015	6	20	2.8	0	0	0	470	506	93%	23.7	3.5	13.7
2015	6	21	2.5	0	0	0	470	507	93%	24.9	3.2	16.1
2015	6	22	2.4	0	0	0	470	509	92%	24.4	4.6	15.2
2015	6	23	2.7	0	0	0	470	510	92%	24.3	2.6	14.1
2015	6	24	2.3	0	0	0	470	512	92%	22.4	6	14.2
2015	6	25	2.6	0	0	0	472	513	92%	23	4	12.5
2015	6	26	2.8	0	0	0	472	515	92%	20.6	4.4	13
2015	6	27	2.2	0	0	0	472	516	91%	22.4	2.8	13
2015	6	28	2.7	0	0	0	472	518	91%	22.7	4.2	14
2015	6	29	2.6	0	0	0	472	520	91%	22.6	4.9	13.8
2015	6	30	2.2	0	0	0	472	521	91%	23.7	4.9	13.9
2015	7	1	2.5	0	0	0	472	522	90%	20.4	5.9	13
2015	7	2	1.9	0	0	0	472	523	90%	21.7	6	13.7
2015	7	3	2	0	0	0	472	525	90%	22.1	4.1	13.7
2015	7	4	2.3	0	0	0	472	526	90%	22.6	5.3	13.6
2015	7	5	1.8	0	0	0	472	527	90%	17.8	5.2	11.6
2015	7	6	2.4	0	0	0	478	528	91%	15.6	6.3	10
2015	7	7	2.3	0	0	0	480	528	91%	15.1	7.6	9.5
2015	7	8	2.6	0	0	0	508	529	96%	11.3	7.2	8.7
2015	7	9	3.4	0	0	0	518	531	98%	17.6	5.7	9.6
2015	7	10	2.9	0	0	0	521	531	98%	16.9	2.9	9.3
2015	7	11	2.1	0	0	0	523	532	98%	18.4	2.5	10
2015	7	12	1.9	0	0	0	523	533	98%	20.8	4.8	13.1
2015	7	13	1.9	0	0	0	523	535	98%	18.3	5.3	11.4
2015	7	14	1.9	0	0	0	526	536	98%	17.8	3.5	9.6
2015	7	15	2	0	0	0	526	536	98%	16.9	3.3	10.2
2015	7	16	2.2	0	0	0	526	537	98%	18.2	1.6	9.9
2015	7	17	2.2	0	0	0	526	538	98%	20.1	2.9	11.7
2015	7	18	2	0	0	0	526	539	98%	19.5	3.4	10.1
2015	7	19	1.5	0	0	0	526	541	97%	17.3	2.6	8.8
2015	7	20	1.3	0	0	0	526	543	97%	19.2	1.7	10.9
2015	7	21	1.9	0	0	0	526	545	97%	16.6	5.3	10.4
2015	7	22	1.5	0	0	0	528	546	97%	18.9	3.3	10.1
2015	7	23	1.5	0	0	0	528	548	96%	21.6	3	11.6
2015	7	24	1.5	0	0	0	528	550	96%	21.3	2.5	12.4
2015	7	25	1.5	0	0	0	528	553	95%	22.1	3.3	11.8
2015	7	26	1.5	0	0	0	528	555	95%	22.4	2.3	12.3
2015	7	27	1.2	0	0	0	528	556	95%	21.8	4.6	13.9
2015	7	28	1.2	0	0	0	528	559	94%	19	0.5	10.1
2015	7	29	1.2	0	0	0	528	561	94%	20.1	1.8	11.1
2015	7	30	1.1	0	0	0	528	563	94%	21.6	1.5	12.4
2015	7	31	0.9	0	0	0	528	565	93%	22.3	4.3	13.6
2015	8	1	0.8	0	0	0	528	566	93%	23	4.1	13.3
2015	8	2	0.8	0	0	0	528	568	93%	21.6	4.9	12.7
2015	8	3	1	0	0	0	531	570	93%	17.7	5.7	11.4
2015	8	4	1	0	0	0	531	572	93%	18.8	4.7	11.9
2015	8	5	0.8	0	0	0	531	572	93%	22.4	2.6	12.7
2015	8	6	0.4	0	0	0	531	573	93%	20.1	4.1	12.6
2015	8	7	0.4	0	0	0	531	575	92%	18.8	2.9	11.8
2015	8	8	0.6	0	0	0	531	577	92%	18.3	3.4	11.7
2015	8	9	0.6	0	0	0	531	579	92%	18.5	1.9	10
2015	8	10	0.8	0	0	0	531	580	92%	3.4	2.1	2.75
2015	8	11	0.8	0	0	0	531	581	91%	20.1	6.1	12
2015	8	12	0.8	0	0	0	531	582	91%	19.9	6.2	11.4
2015	8	13	0.7	0	0	0	531	585	91%	20.1	5	10.7
2015	8	14	0.7	0	0	0	536	587	91%	22.6	4.7	12.9
2015	8	15	0.9	0	0	0	541	589	92%	21.2	5.4	11.9
2015	8	16	1.2	0	0	0	551	590	93%	21	6.5	10.9
2015	8	17	1.2	0	0	0	554	591	94%	20.7	3.6	12
2015	8	18	1.2	0	0	0	554	594	93%	16.8	0.7	8.8
2015	8	19	1.1	0	0	0	554	595	93%	15	-0.6	6.7
2015	8	20	0.7	0	0	0	554	597	93%	18.7	0.7	9
2015	8	21	0.7	0	0	0	554	599	92%	21.8	-0.5	12.1
2015	8	22	0.6	0	0	0	554	601	92%	20.8	3	13.8
2015	8	23	0.5	0	0	0	554	602	92%	20	0.3	10.4
2015	8	24	0.5	0	0	0	554	603	92%	21.2	3.4	11.6
2015	8	25	0.5	0	0	0	554	605	92%	22.8	3.1	12.9
2015	8	26	0.5	0	0	0	554	607	91%	23	4.9	12.7
2015	8	27	0.5	0	0	0	554	609	91%	16.5	5.6	10.9
2015	8	28	0.5	0	0	0	554	609	91%	18	3.3	10.1
2015	8	29	0.5	0	0	0	554	611	91%	21.9	1.6	11.1
2015	8	30	0.5	0	0	0	554	611	91%	22.7	3.3	12.8
2015	8	31	0.5	0	0	0	554	612	91%	15.1	2.4	10
2015	9	1	0.5	0	0	0	554	613	90%	19	1.4	9.7
2015	9	2	0.5	0	0	0	554	615	90%	20.1	1.9	10.6
2015	9	3	0.5	0	0	0	554	615	90%	16.8	2.8	8.6
2015	9	4	0.5	0	0	0	564	617	91%	15.5	1.4	8.4
2015	9	5	0.5	0	0	0	564	618	91%	16.6	3.7	10
2015	9	6	0.5	0	0	0	564	620	91%	17.7	3	8.5
2015	9	7	0.5	0	0	0	566	621	91%	13.3	2.5	7.2
2015	9	8	0.5	0	0	0	569	623	91%	16.7	-0.6	6.8
2015	9	9	0.5	0	0	0	569	624	91%	18.8	-1.7	7.4
2015	9	10	0.5	0	0	0	569	626	91%	19	-1.2	8
2015	9	11	0.5	0	0	0	569	627	91%	18.2	-0.5	8.2
2015	9	12	0.5	0	0	0	569	630	90%	20.3	-0.5	9.2
2015	9	13	0.5	0	0	0	569	631	90%	18.3	-0.2	8.2
2015	9	14	0.4	0	0	0	569	633	90%	18.5	-0.1	9
2015	9	15	0.2	0	0	0	572	635	90%	12.8	5	8.5
2015	9	16	0.2	0	0	0	574	635	90%	15	4.6	9.4
2015	9	17	0.2	0	0	0	574	637	90%	14.8	3.2	8.3
2015	9	18	0.2	0	0	0	577	638	90%	12	-1.3	4.9
2015	9	19	0.2	0	0	0	577	639	90%	15.7	-2.4	5.5
2015	9	20	0.2	0	0	0	577	641	90%	17.3	-2.4	6.1
2015	9	21	0.2	0	0	0	579	644	90%	19.7	-1.7	8.1
2015	9	22	0.2	0	0	0	579	647	89%	18.2	1	9.6
2015	9	23	0.2	0	0	0	579	649	89%	18.8	1.1	9
2015	9	24	0.2	0	0	0	579	651	89%	19.5	-0.8	8.7
2015	9	25	0.2	0	0	0	579	652	89%	19.7	0.3	8.9
2015	9	26	0.2	0	0	0	579	654	89%	20.4	-0.3	9.1
2015	9	27	0.2	0	0	0	579	655	88%	21	0.7	10
2015	9	28	0.2	0	0	0	579	656	88%	18.1	1.7	8.7
2015	9	29	0.2	0	0	0	579	658	88%	18.2	3.5	9.6
2015	9	30	0.2	0	0	0	579	659	88%	13.8	3.1	8.1
2015	10	1	0.2	0	0	0	0	0	18.6	3.2	9.6	6.4
2015	10	2	0.2	0	0	0	0	1	0%	18.8	2.2	8.6
2015	10	3	0.2	0	0	0	3	2	150%	13.2	-0.8	5.3
2015	10	4	0.2	0	0	0	5	3	167%	14.9	-0.9	5.3
2015	10	5	0.2	0	0	0	5	5	100%	16.2	-1.3	5.7
2015	10	6	0.2	0	0	0	5	6	83%	11.9	-0.1	4.9
2015	10	7	0.2	0	0	0	13	8	163%	12.4	-0.4	5.1
2015	10	8	0.2	0	0	0	13	10	130%	14.1	-1.7	5.6
2015	10	9	0.2	0	0	0	13	11	118%	14.7	-0.6	5.6
2015	10	10	0.2	0	0	0	13	14	93%	17.4	-1.8	5.7
2015	10	11	0.2	0	0	0	13	15	87%	16.6	-0.7	7
2015	10	12	0.2	0	0	0	13	17	76%	15.1	-3.9	4.4
2015	10	13	0.2	0	0	0	13	18	72%	15.5	-1.2	6.1
2015	10	14	0.2	0	0	0	13	19	68%	16.4	-2.3	5.5
2015	10	15	0.2	0	3	0	13	22	59%	14.7	-2.5	4.4
2015	10	16	0.2	0	6	0	13	23	57%	16.1	-3.5	5.1
2015	10	17	0.2	0	6	0	13	25	52%	16.9	-1.7	6.1
2015	10	18	0.2	0	7	0	13	27	48%	12.6	0.3	5.1
2015	10	19	0.2	0	7	0	13	29	45%	8.9	-0.8	3.3
2015	10	20	0.2	0	8	0	15	31	48%	9.8	0	3.7
2015	10	21	0.2	0	9	0	15	33	45%	8.7	-2.3	3.1
2015	10	22	0.2	0	11	0	15	35	43%	2.2	-2.6	0.7
2015	10	23	0.2	18	12	10	36	37	97%	3.3	-5	0.3
2015	10	24	0.2	23	14	8	41	38	108%	6.1	-7	-1.4
2015	10	25	0.2	23	16	5	41	39	105%	9.9	-5.6	1.1
2015	10	26	0.2	23	18	8	43	41	105%	6.3	-1.2	1.7
2015	10	27	0.2	28	20	13	48	43	112%	1.2	-8	-1.3
2015	10	28	0.2	38	23	18	56	44	127%	4	-11.7	-3.8
2015	10	29	0.2	38	25	13	56	46	122%	6.7	-5.6	-0.2
2015	10	30	0.2	38	27	10	58	48	121%	3	-6.9	-1.2
2015	10	31	0.2	43	30	20	64	50	128%	6.5	-3	1.4
2015	11	1	0.2	43	32	20	64	54	119%	9.6	-3.1	2
2015	11	2	0.2	43	35	15	64	56	114%	11.4	-4.5	2.4
2015	11	3	0.2	43	37	15	64	58	110%	10.4	-5.2	1.5
2015	11	4	0.2	46	39	18	64	60	107%	3	-2.7	-0.8
2015	11	5	0.2	51	40	28	69	62	111%	-1.7	-6.6	-4.3
2015	11	6	0.2	56	42	33	71	63	113%	-1.3	-12.7	-6.3
2015	11	7	0.2	56	44	25	74	64	116%	3.8	-17.6	-8
2015	11	8	0.2	56	46	30	74	65	114%	7.4	-14.2	-5.2
2015	11	9	0.2	56	47	28	74	68	109%	6.3	-11.2	-2.4
2015	11	10	0.2	58	48	25	74	71	104%	6.5	-6.1	0.6
2015	11	11	0.2	66	49	33	81	72	113%	-2.3	-13	-7.3
2015	11	12	0.2	81	51	51	94	75	125%	-0.7	-15.1	-8.1
2015	11	13	0.2	81	53	46	94	77	122%	3	-16.7	-8.7
2015	11	14	0.2	81	55	46	94	79	119%	7.2	-13.5	-6.2
2015	11	15	0.2	81	57	46	94	83	113%	5.4	-13.1	-5.1
2015	11	16	0.2	81	60	43	97	85	114%	-1.4	-9.5	-4.6
2015	11	17	0.2	91	63	51	107	86	124%	-4.6	-8.4	-7.1
2015	11	18	0.2	94	65	53	107	88	122%	-1	-7.2	-4.2
2015	11	19	0.2	97	68	51	109	90	121%	0.4	-7.6	-2.5
2015	11	20	0.2	97	71	51	112	92	122%	0.5	-21.4	-5.1
2015	11	21	0.2	99	73	46	112	93	120%	-3	-25.4	-12.9
2015	11	22	0.2	99	75	46	114	95	120%	3.7	-17.7	-8.7
2015	11	23	0.2	102	76	48	114	97	118%	5.6	-14	-5.3
2015	11	24	0.2	102	78	46	117	98	119%	4.9	-10.9	-3.8
2015	11	25	0.2	102	81	43	117	100	117%	6.6	-9.1	-1.7
2015	11	26	0.2	102	83	43	117	103	114%	0.7	-12.5	-4.1
2015	11	27	0.2	104	85	41	119	105	113%	-0.4	-15.2	-7.4
2015	11	28	0.2	104	87	41	119	108	110%	-3.1	-15.5	-9.1
2015	11	29	0.2	104	89	46	119	110	108%	-4.1	-14.4	-9.6
2015	11	30	0.2	104	91	51	119	112	106%	-10.4	-21.7	-15.7
2015	12	1	0.2	104	93	51	119	114	104%	-6.7	-21.7	-14.6
2015	12	2	0.2	107	94	46	119	116	103%	0.3	-21.4	-10.7
2015	12	3	0.2	109	95	48	122	118	103%	1.9	-14	-6.3
2015	12	4	0.2	109	96	48	122	118	103%	5.7	-14.4	-2.5
2015	12	5	0.2	109	97	48	122	120	102%	0.3	-18.3	-6.7
2015	12	6	0.2	109	97	48	122	122	100%	5	-19.7	-6.3
2015	12	7	0.2	109	97	48	124	123	101%	3.3	-11.1	-2.2
2015	12	8	0.2	109	97	48	127	125	102%	4.3	-5.3	0.5
2015	12	9	0.2	109	98	48	127	127	100%	7.2	-7.3	0.1
2015	12	10	0.2	109	99	48	127	128	99%	4	-8.2	0.3
2015	12	11	0.2	109	101	46	127	130	98%	0.3	-5.5	-2.8
2015	12	12	0.2	119	103	56	137	131	105%	-2.3	-8.8	-6.1
2015	12	13	0.2	124	105	61	140	134	104%	-3.5	-19.8	-12.1
2015	12	14	0.2	124	108	61	140	136	103%	2	-13.1	-5.3
2015	12	15	0.2	135	110	69	147	138	107%	-6.1	-15.8	-11.3
2015	12	16	0.2	145	113	81	155	140	111%	-9.3	-16.7	-13.8
2015	12	17	0.2	145	115	76	157	140	112%	-11.3	-20.5	-15.3
2015	12	18	0.2	145	118	74	157	142	111%	-2.3	-14.6	-6.6
2015	12	19	0.2	150	120	74	163	143	114%	3.3	-10.2	-4.1
2015	12	20	0.2	150	122	71	163	145	112%	0.8	-7.1	-3.3
2015	12	21	0.2	152	123	71	168	147	114%	-3	-7	-5.4
2015	12	22	0.2	160	124	79	173	148	117%	-1.6	-8.9	-4.5
2015	12	23	0.2	180	126	102	188	151	125%	-6.2	-13.9	-10.2
2015	12	24	0.2	183	128	97	188	152	124%	-10.1	-18.5	-14.1
2015	12	25	0.2	183	129	91	188	154	122%	-5.7	-17.2	-10.5
2015	12	26	0.2	188	130	94	193	156	124%	-13.9	-25.1	-18.8
2015	12	27	0.2	188	132	91	193	157	123%	-4.6	-26.8	-18.1
2015	12	28	0.2	188	134	86	193	160	121%	-5	-22.4	-13.5
2015	12	29	0.2	190	136	81	198	161	123%	-4.6	-17.5	-11.8
2015	12	30	0.2	190	136	74	198	162	122%	-8.2	-20.1	-14.4
2015	12	31	0.2	190	137	71	198	164	121%	-10.8	-26.8	-20.2
												
